time,duration,source_ip,destination_ip,protocol,packet_len,dif_serv,flag,ip_vers,src_port,dst_port,data_len,seq,seq_raw,next_seq,ack,ack_raw,flags_res,flags_ns,flags_cwr,flags_ecn,flags_urg,flags_ack,flags_push,flags_reset,flags_syn,flags_fin,win_size,checksum,checksum_status,urgent_pointer,proto_type,proto_size,hw_type,hw_size,hw_opcode,src_hw_mac,dst_hw_mac
1.831652,0.091711998,0.140407403,0.039062574,0.023529412,0.002197299,0,64,0.666666667,0.138735027,0.023025864,0.001373312,2.10E-07,0.563200379,2.31E-07,1.12E-05,0.719959328,0,0,0,0,0,1,1,0,0,0,0.770428016,0.047180896,2,0,0,0,0,0,0,0,0
1.846978,0.015326023,0.039062574,0.140407403,0.023529412,0.003356985,0,64,0.666666667,0.023025864,0.138735027,0.002532998,1.12E-05,0.719959328,1.12E-05,2.31E-07,0.5632004,0,0,0,0,0,1,1,0,0,0,0.007843137,0.788555734,2,0,0,0,0,0,0,0,0
1.847102,0.000123978,0.039062574,0.140407403,0.023529412,0.022491798,0,64,0.666666667,0.023025864,0.138735027,0.021667811,1.12E-05,0.719959367,1.15E-05,2.31E-07,0.5632004,0,0,0,0,0,1,0,0,0,0,0.007843137,0.769344625,2,0,0,0,0,0,0,0,0
1.847102,0,0.039062574,0.140407403,0.023529412,0.022491798,0,64,0.666666667,0.023025864,0.138735027,0.021667811,1.15E-05,0.719959697,1.19E-05,2.31E-07,0.5632004,0,0,0,0,0,1,0,0,0,0,0.007843137,0.895857176,2,0,0,0,0,0,0,0,0
1.847102,0,0.039062574,0.140407403,0.023529412,0.021103227,0,64,0.666666667,0.023025864,0.138735027,0.02027924,1.19E-05,0.719960028,1.22E-05,2.31E-07,0.5632004,0,0,0,0,0,1,1,0,0,0,0.007843137,0.901106279,2,0,0,0,0,0,0,0,0
1.908542,0.061439991,0.140407403,0.039062574,0.023529412,0.000915541,0,64,0.666666667,0.138735027,0.023025864,0,2.31E-07,0.5632004,2.31E-07,1.22E-05,0.719960337,0,0,0,0,0,1,0,0,0,0,0.770428016,0.325566491,2,0,0,0,0,0,0,0,0
1.908593,5.10E-05,0.039062574,0.140407403,0.023529412,0.001281758,0,64,0.666666667,0.023025864,0.138735027,0.000457771,1.22E-05,0.719960337,1.22E-05,2.31E-07,0.5632004,0,0,0,0,0,1,1,0,0,0,0.007843137,0.092210269,2,0,0,0,0,0,0,0,0
1.964448,0.055855036,0.140407403,0.039062574,0.023529412,0.002197299,0,64,0.666666667,0.138735027,0.023025864,0.001373312,2.31E-07,0.5632004,2.52E-07,1.22E-05,0.719960344,0,0,0,0,0,1,1,0,0,0,0.770428016,0.514686809,2,0,0,0,0,0,0,0,0
1.987772,0.023324013,0.039062574,0.140407403,0.023529412,0.003356985,0,64,0.666666667,0.023025864,0.138735027,0.002532998,1.22E-05,0.719960344,1.22E-05,2.52E-07,0.563200421,0,0,0,0,0,1,1,0,0,0,0.007843137,0.223376822,2,0,0,0,0,0,0,0,0
1.987933,0.000160933,0.039062574,0.140407403,0.023529412,0.022491798,0,64,0.666666667,0.023025864,0.138735027,0.021667811,1.22E-05,0.719960383,1.26E-05,2.52E-07,0.563200421,0,0,0,0,0,1,0,0,0,0,0.007843137,0.592523079,2,0,0,0,0,0,0,0,0
